R131F1250	gene:125206;gene:200010;gene:6524	-1000.0	1000.0	B
R133DB2F1	gene:51	-1000.0	0	RL
R13438DC6		0	1000.0	LR
R134784DD	gene:6578	-1000.0	1000.0	B
R1348A8BD	gene:253430	0	1000.0	LR
R1352C25C	gene:9057	0	1000.0	LR
R136D2F98	gene:1579	-1000.0	0	RL
R136FB00A	gene:9057	0	1000.0	LR
R1372695E	gene:6519+gene:9056	0	1000.0	LR
R13740147	gene:8659	-1000.0	0	RL
R1377D106	gene:570	-1000.0	1000.0	B
R139C873C		-1000.0	1000.0	B
R139E61CA	gene:23556	0	1000.0	LR
R139FE445	gene:55315	-1000.0	1000.0	B
R13B7C132		-1000.0	1000.0	B
R13BF81AA	gene:3242	-1000.0	0	RL
R13C0CC3B	gene:788	0	1000.0	LR
R13C13EFB	gene:10164;gene:23563;gene:4166;gene:9435	0	1000.0	LR
R13C69FF6		-1000.0	1000.0	B
R13D66C61		-1000.0	0	RL
R13D86025	gene:56301+gene:6520	-1000.0	1000.0	B
R13DC63B4		-1000.0	1000.0	B
R13EFBAF2	gene:92745	-1000.0	1000.0	B
R13FF3D4D	gene:11254	0	1000.0	LR
R140DDD0E		0	1000.0	LR
R14106973		-1000.0	1000.0	B
R141AC260		0	1000.0	LR
R14244B0E	gene:5211	-1000.0	1000.0	B
R142586C4	gene:35	0	1000.0	LR
R1434D694	gene:6576	0	1000.0	LR
R144BD376		-1000.0	1000.0	B
R1453FFD0		0	1000.0	LR
R14569325		-1000.0	1000.0	B
R1464A1B3		0	1000.0	LR
R1465A99		0	1000.0	LR
R146CC86D	gene:9057	-1000.0	0	RL
R146FB52D	gene:1584	0	1000.0	LR
R14717AF1		-1000.0	1000.0	B
R1478948F	gene:124583;gene:957;gene:9583	0	1000.0	LR
R1478E2F5	gene:1635	-1000.0	0	RL
R14846B51	gene:387775	-1000.0	1000.0	B
R149559B5	gene:2131+gene:2132	0	1000.0	LR
R1498F8A6		0	1000.0	LR
R14A19F4F		-1000.0	1000.0	B
R14CBBDC0	gene:587	-1000.0	1000.0	B
R14D2E174	gene:10905;gene:4121;gene:57134	-1000.0	0	RL
R14D321A	gene:9057	0	1000.0	LR
R14DC2691		-1000.0	0	RL
R14E92818	gene:1593	-1000.0	0	RL
R14EFF963		-1000.0	1000.0	B
R15001D95	gene:79717	-1000.0	0	RL
R150218B5	gene:5498	-1000.0	0	RL
R1534EB75		0	1000.0	LR
R15353DB6	gene:124935	-1000.0	1000.0	B
R15481B1		-1000.0	0	RL
R15516E81	gene:1622	-1000.0	1000.0	B
R1551EF5E		-1000.0	1000.0	B
R155531B7		0	1000.0	LR
R15693AA3	gene:6520+gene:8140	-1000.0	0	RL
R156BB441		0	1000.0	LR
R1584018C	gene:686	0	1000.0	LR
R158AF036	gene:9057	0	1000.0	LR
R1595166		-1000.0	1000.0	B
R159E5C03		-1000.0	1000.0	B
R15AE7F4E		-1000.0	1000.0	B
R15B0AEEB	gene:8140	-1000.0	1000.0	B
R15B3599A	gene:56953	0	1000.0	LR
R15B913A7	gene:55089;gene:6541;gene:6542;gene:84889	0	1000.0	LR
R15C8F734		-1000.0	0	RL
R15CD4FCE	gene:23396;gene:8394;gene:8395	-1000.0	0	RL
R15DF7064		-1000.0	1000.0	B
R15E82E07		0	1000.0	LR
R15F65D31	gene:9057	0	1000.0	LR
R160F1943	gene:9057	-1000.0	0	RL
R161355A8	gene:2683;gene:8703;gene:8704;gene:9334	0	1000.0	LR
R16142346	gene:23428+gene:6520	0	1000.0	LR
R1645F533		0	1000.0	LR
R16514051	gene:788	-1000.0	1000.0	B
R1659B344	gene:8034	-1000.0	1000.0	B
R166ACEE3		0	1000.0	LR
R166E0FE		-1000.0	0	RL
R16740348	gene:9057	0	1000.0	LR
R1675D4B2		0	1000.0	LR
R16792229	gene:6578	-1000.0	1000.0	B
R167E0BF3	gene:9057	0	1000.0	LR
R16839E6		-1000.0	1000.0	B
R1690DE40	gene:6554;gene:6555	0	1000.0	LR
R1695EE12		0	1000.0	LR
R169699CC	gene:9057	0	1000.0	LR
R169F9B7A	gene:132158	0	1000.0	LR
R16A24899		-1000.0	1000.0	B
R16A3F6C0		-1000.0	1000.0	B
R16AA0DCC	gene:10201;gene:29922;gene:4830+gene:4831;gene:4832	-1000.0	0	RL
R16AF6668	gene:6582	-1000.0	1000.0	B
R16B037B	gene:10087	-1000.0	1000.0	B
R16B2122A	gene:11001;gene:2180;gene:2181;gene:2182;gene:23305;gene:51703;gene:81616	-1000.0	0	RL
R16CFA750	gene:3294	0	1000.0	LR
R16D59D55		0	1000.0	LR
R16D79460	gene:126129;gene:1374;gene:1375	-1000.0	0	RL
R16E49CD3	gene:83884	0	1000.0	LR
R16E9C397	gene:5226	-1000.0	0	RL
R16EC6714	gene:10396;gene:5244;gene:57194	0	1000.0	LR
R16FBD0E6	gene:586	-1000.0	1000.0	B
R16FE148B		0	1000.0	LR
R170397B6	gene:9057	0	1000.0	LR
R17132D4D	gene:387775	-1000.0	1000.0	B
R17161751	gene:6564	0	1000.0	LR
R17296D74	gene:126129;gene:1374;gene:1375	-1000.0	1000.0	B
R172B9123	gene:1594	0	1000.0	LR
R1738803E	gene:9057	0	1000.0	LR
R173A31E4		-1000.0	1000.0	B
R1747F6A8	gene:11254;gene:340024+gene:57393;gene:55089;gene:59272;gene:6520;gene:6541;gene:6542;gene:81539;gene:84889	0	1000.0	LR
R1749E578	gene:5211	-1000.0	1000.0	B
R17593D41	gene:29880	0	1000.0	LR
R175C8853		0	1000.0	LR
R17613BA9	gene:1622	-1000.0	1000.0	B
R1773F705		-1000.0	0	RL
R177D5F12	gene:6528	-1000.0	1000.0	B
R177F0025		-1000.0	1000.0	B
R17834EB0	gene:8824	-1000.0	0	RL
R179C664E		0	1000.0	LR
R17A6A32A	gene:60386	-1000.0	0	RL
R17A6AA20		-1000.0	1000.0	B
R17AB44E7	gene:10166;gene:83884	-1000.0	1000.0	B
R17B480C3	gene:217;gene:219;gene:223;gene:224;gene:501	-1000.0	1000.0	B
R17B5BC97	gene:6566;gene:9123;gene:9194	-1000.0	1000.0	B
R17C5F21C	gene:10690	0	1000.0	LR
R17E014E6	gene:2180	-1000.0	0	RL
R17EAA14E	gene:2180;gene:2181;gene:2182	-1000.0	0	RL
R17EAB6B7	gene:3294	0	1000.0	LR
R17F76952		-1000.0	0	RL
R17FCEFF7		-1000.0	1000.0	B
R180A44A1	gene:6566	-1000.0	1000.0	B
R1812A3AF		-1000.0	1000.0	B
R181C4CA7		-1000.0	1000.0	B
R1825BAE2		0	1000.0	LR
R182C3B3A		0	1000.0	LR
R182DD96A		0	1000.0	LR
R182EE903		-1000.0	1000.0	B
R1831425E	gene:23761	-1000.0	0	RL
R183C5308		-1000.0	1000.0	B
R183F111A	gene:11136	0	1000.0	LR
R18428541	gene:1056;gene:3988	0	1000.0	LR
R18558BCD	gene:126129;gene:1374;gene:1375	0	1000.0	LR
R185AF39E	gene:6576	0	1000.0	LR
R1861C13A	gene:2030	-1000.0	1000.0	B
R186ADE47	gene:10050;gene:10246;gene:10568;gene:10786;gene:6568;gene:6569	-1000.0	1000.0	B
R186F3B6D	gene:788	-1000.0	1000.0	B
R18805A11	gene:10449+gene:3032;gene:30	0	1000.0	LR
R188132A	gene:10164;gene:23563;gene:4166;gene:9435	0	1000.0	LR
R1882694E	gene:9057	0	1000.0	LR
R18952748	gene:9057	0	1000.0	LR
R1896EA14		0	1000.0	LR
R18A9BA31	gene:788	0	1000.0	LR
R18BE3FA4		-1000.0	0	RL
R18C95BCB	gene:3067	-1000.0	0	RL
R18D8B108	gene:51205;gene:53;gene:54;gene:55	-1000.0	0	RL
R18E8BAB6	gene:11254;gene:340024+gene:57393;gene:54407;gene:55089;gene:59272;gene:6541;gene:6542;gene:81539;gene:84889	0	1000.0	LR
R18ED92A5	gene:2683;gene:8703;gene:8704;gene:9334	0	1000.0	LR
R18F16AC7	gene:83884	0	1000.0	LR
R18FA59ED	gene:11046	-1000.0	1000.0	B
R18FAE5F2	gene:10396;gene:57194	0	1000.0	LR
R1906FBC8	gene:875	0	1000.0	LR
R191AA33	gene:1632	-1000.0	0	RL
R191F17A4		0	1000.0	LR
R192DA75A		-1000.0	1000.0	B
R1944A67E		-1000.0	1000.0	B
R19553367	gene:6319;gene:79966	-1000.0	1000.0	B
R1962CD4C	gene:23478+gene:28972+gene:60559+gene:90701+gene:9789	-1000.0	0	RL
R196CFCCC	gene:23539;gene:6566;gene:9123;gene:9194	-1000.0	1000.0	B
R19825619	gene:6554	0	1000.0	LR
R1988A3CF		0	1000.0	LR
R198F6F2D		-1000.0	1000.0	B
R19931941	gene:3030+gene:3032+gene:37	-1000.0	0	RL
R19955A0A	gene:6566	-1000.0	1000.0	B
R19A156DE		0	1000.0	LR
R19AF8E0C	gene:9057	0	1000.0	LR
R19B74297	gene:34;gene:35	-1000.0	0	RL
R19C61D4F		0	1000.0	LR
R19C9AA93	gene:4669	0	1000.0	LR
R19CF7AB0	gene:29925;gene:29926	-1000.0	0	RL
R19CFBE69	gene:788	-1000.0	1000.0	B
R19D622F8		-1000.0	1000.0	B
R19D67A30	gene:11112	-1000.0	1000.0	B
R19D776C3	gene:64240+gene:64241	0	1000.0	LR
R19DFD707	gene:2030;gene:3177	-1000.0	1000.0	B
R19E04D1A		0	1000.0	LR
R19F3AAD8	gene:9057	0	1000.0	LR
R19FFC185	gene:8140	-1000.0	1000.0	B
R1A0066DA	gene:3073;gene:3073+gene:3074;gene:3074	0	1000.0	LR
R1A08D02D	gene:6579	-1000.0	1000.0	B
R1A15199E	gene:9057	0	1000.0	LR
R1A178C70		0	1000.0	LR
R1A26A841		-1000.0	1000.0	B
R1A2C06EF	gene:9057	0	1000.0	LR
R1A3868FD		0	1000.0	LR
R1A4CCD69	gene:1374+gene:1376	-1000.0	0	RL
R1A64FE61		-1000.0	1000.0	B
R1A70B09C	gene:9057	-1000.0	0	RL
R1A7DD619	gene:6530;gene:6531	-1000.0	1000.0	B
R1A7DDBBD		-1000.0	1000.0	B
R1A949584	gene:3073;gene:3073+gene:3074	-1000.0	0	RL
R1A961BCB		0	1000.0	LR
R1A9F80B6	gene:8140	-1000.0	1000.0	B
R1AA66254	gene:9023	0	1000.0	LR
R1AAC91F0		-1000.0	1000.0	B
R1AAD7095	gene:6579	-1000.0	1000.0	B
R1AB12CA6	gene:6566	-1000.0	1000.0	B
R1ABBCB8		-1000.0	0	RL
R1AC59AD5		0	1000.0	LR
R1AC9090C	gene:54576	-1000.0	1000.0	B
R1ACEB8B		0	1000.0	LR
R1ACF8AE0	gene:1841	-1000.0	0	RL
R1AD07B67	gene:9057	0	1000.0	LR
R1ADFD471	gene:2806	-1000.0	1000.0	B
R1AE1DF28	gene:6533	0	1000.0	LR
R1AE6B433		0	1000.0	LR
R1AF31D55	gene:2805	-1000.0	1000.0	B
R1AF50E4B	gene:4860	-1000.0	0	RL
R1AF76306	gene:10998	0	1000.0	LR
R1AFE463C	gene:501	-1000.0	0	RL
R1B013E72	gene:56052	0	1000.0	LR
R1B10CE3D	gene:6509;gene:6510	-1000.0	0	RL
R1B26576E	gene:6572	-1000.0	0	RL
R1B491561		-0.005	1000.0	B
R1B4959FC	gene:9057	0	1000.0	LR
R1B4F749A	gene:5287	-1000.0	0	RL
R1B5F815F	gene:51477	0	1000.0	LR
R1B68F2C3		0	1000.0	LR
R1B75B0A3		0	1000.0	LR
R1B9D1514	gene:55089	0	1000.0	LR
R1BD7932C		0	1000.0	LR
R1BE50C9C		0	1000.0	LR
R1BE75149	gene:137964;gene:84803	-1000.0	0	RL
R1BEBA3BB	gene:6576	0	1000.0	LR
R1BEF478D	gene:23600	-1000.0	0	RL
R1BEFE67E	gene:9415	0	1000.0	LR
R1BF53AC3	gene:788	0	1000.0	LR
R1BF669FF	gene:1610	0	1000.0	LR
R1BFECD6F	gene:3030+gene:37	0	1000.0	LR
R1C0A24CA	gene:5198	-1000.0	0	RL
R1C260C6A	gene:7372	-1000.0	1000.0	B
R1C4DEAE8		0	1000.0	LR
R1C50CDD9		-1000.0	0	RL
R1C5A4484	gene:2936	-1000.0	1000.0	B
R1C6518C	gene:10723;gene:6560;gene:9990	-1000.0	1000.0	B
R1C68B340	gene:1622	-1000.0	1000.0	B
R1C6FDE3B	gene:56548	0	1000.0	LR
R1C7E3208	gene:115584	-1000.0	1000.0	B
R1C8F418A	gene:43	-1000.0	0	RL
R1C9DA754	gene:6649	0	1000.0	LR
R1CA49BF6	gene:1841	-1000.0	0	RL
R1CC0A41B		0	1000.0	LR
R1CD09ED6	gene:23530	0	1000.0	LR
R1CD53676	gene:60386	0	1000.0	LR
R1CDED4D0	gene:124;gene:124+gene:125;gene:124+gene:126;gene:125;gene:125+gene:126;gene:126;gene:127;gene:128;gene:130;gene:131;gene:137872;gene:284273	-1000.0	0	RL
R1CDED4D0	gene:8574	0	1000.0	LR
R1CEC1929		0	1000.0	LR
R1CEE4E5D	gene:6566	-1000.0	1000.0	B
R1CF34B54		-1000.0	1000.0	B
R1CF5E028	gene:3030+gene:3032	0	1000.0	LR
R1CF975EB		0	1000.0	LR
R1D09A707	gene:51727	-1000.0	1000.0	B
R1D244D1A	gene:10331	-1000.0	0	RL
R1D2C2C61	gene:3628	0	1000.0	LR
R1D3D3D4	gene:79087	0	1000.0	LR
R1D441982	gene:6576	-1000.0	1000.0	B
R1D478695	gene:1962+gene:30+gene:3295	0	1000.0	LR
R1D6DA863	gene:5281+gene:84720	0	1000.0	LR
R1D753D32	gene:427	-1000.0	0	RL
R1D77849E	gene:9057	0	1000.0	LR
R1D998169		0	1000.0	LR
R1D9E37C9		-1000.0	1000.0	B
R1DA80DB5	gene:23439+gene:476;gene:23439+gene:477;gene:23439+gene:480;gene:476+gene:481;gene:476+gene:482;gene:476+gene:483;gene:477+gene:481;gene:477+gene:482;gene:478+gene:481;gene:478+gene:482;gene:480+gene:481	-1000.0	0	RL
R1DB7D314		0	1000.0	LR
R1DDFB251	gene:9057	-1000.0	0	RL
R1DF0AF06	gene:112611;gene:97;gene:98	-1000.0	0	RL
R1DFA3065	gene:19	-1000.0	0	RL
R1E02BF2B		-1000.0	1000.0	B
R1E05B7CE	gene:3073;gene:3073+gene:3074;gene:3074	0	1000.0	LR
R1E0D206D	gene:126129;gene:1374;gene:1375	-1000.0	0	RL
R1E15ADB4	gene:9057	0	1000.0	LR
R1E17B2F8	gene:8140	-1000.0	1000.0	B
R1E2CE34F		-1000.0	0	RL
R1E2D539B	gene:386757;gene:6535	-1000.0	1000.0	B
R1E3404C9	gene:1786;gene:1788;gene:1789	0	1000.0	LR
R1E373B6B	gene:10975+gene:1327+gene:1329+gene:1337+gene:1339+gene:1340+gene:1345+gene:1347+gene:1349+gene:1350+gene:1351+gene:1537+gene:170712+gene:27089+gene:29796+gene:341947+gene:4519+gene:7381+gene:7384+gene:7385+gene:7386+gene:7388+gene:9377;gene:10975+gene:1537+gene:27089+gene:29796+gene:4519+gene:7381+gene:7384+gene:7385+gene:7386+gene:7388	0	1000.0	LR
R1E48C25F	gene:60386	-1000.0	0	RL
R1E59C062	gene:1892;gene:1962;gene:3030+gene:3032;gene:549	-1000.0	0	RL
R1E5A8193		0	1000.0	LR
R1E641385	gene:3425	0	1000.0	LR
R1E73B13F	gene:10768;gene:191;gene:23382	-1000.0	1000.0	B
R1E755CC8	gene:9057	0	1000.0	LR
R1E9E38BA	gene:3030+gene:3032+gene:37	-1000.0	0	RL
R1EA4E6AE		0	1000.0	LR
R1EAD1955		0	1000.0	LR
R1EB3D7ED		0	1000.0	LR
R1EBA26C1		0	1000.0	LR
R1EC204FE	gene:53354;gene:55229;gene:79646;gene:80025	0	1000.0	LR
R1ED68AD7	gene:387775	-1000.0	1000.0	B
R1ED8D54F	gene:60386	-1000.0	0	RL
R1ED8D54F	gene:60386	0	1000.0	LR
R1EE68893	gene:2194	-1000.0	1000.0	B
R1EEDFDD9	gene:10599	-1000.0	1000.0	B
R1EEFB3DF	gene:1376	-1000.0	0	RL
R1EF4F29C	gene:9057	0	1000.0	LR
R1EF9F205		0	1000.0	LR
R1F09D278	gene:11164	-1000.0	0	RL
R1F121EEC	gene:788	0	1000.0	LR
R1F1598D9	gene:6579	-1000.0	1000.0	B
R1F264765	gene:3292;gene:7923	-1000.0	1000.0	B
R1F2654AC		-1000.0	0	RL
R1F2B28AE	gene:6576	-1000.0	1000.0	B
R1F3DA244	gene:6510	0	1000.0	LR
R1F43DD07	gene:10331;gene:10678;gene:11041;gene:146712;gene:374907;gene:79369;gene:93010	0	1000.0	LR
R1F4CF8E4	gene:2645;gene:3098;gene:3099;gene:3101;gene:80201	-1000.0	0	RL
R1F553813	gene:10201;gene:4833	0	1000.0	LR
R1F5EDFC2	gene:54677	-1000.0	1000.0	B
R1F6360DF	gene:6566	-1000.0	1000.0	B
R1F663563	gene:10599	-1000.0	1000.0	B
R1F687212		0	1000.0	LR
R1F7067FD	gene:3145	-1000.0	0	RL
R1F7DDEBD	gene:10935;gene:2876;gene:2879	-1000.0	0	RL
R1F898873		0	1000.0	LR
R1FA361B8	gene:4329	-1000.0	0	RL
R1FA7A014	gene:5742;gene:5743	0	1000.0	LR
R1FADAF62	gene:8140	-1000.0	1000.0	B
R1FBB3195		-1000.0	1000.0	B
R1FC64D36	gene:10993	-1000.0	0	RL
R1FCED366		0	1000.0	LR
R200C418A	gene:1962+gene:30+gene:51;gene:30+gene:3295+gene:51	0	1000.0	LR
R2020016A		0	1000.0	LR
R202AF7C0	gene:9057	0	1000.0	LR
R20362890		0	1000.0	LR
R204079B4	gene:10599	-1000.0	1000.0	B
R20410946	gene:55301	-1000.0	1000.0	B
R204FD80C	gene:11136	0	1000.0	LR
R2053CB6C	gene:6505;gene:6506;gene:6507;gene:6511;gene:6512	0	1000.0	LR
R2060D12A	gene:4842;gene:4843;gene:4846	-1000.0	0	RL
R206A415C	gene:140679	-1000.0	0	RL
R20728920	gene:10057;gene:10257;gene:85320	-1000.0	0	RL
R2077EDA2		-1000.0	1000.0	B
R20841228	gene:126129;gene:1374;gene:1375	-1000.0	1000.0	B
R2087164F	gene:5313	-1000.0	0	RL
R2092DDF4	gene:6573	-1000.0	1000.0	B
R209DC17D	gene:6579	-1000.0	1000.0	B
R209E6C68	gene:34;gene:35	0	1000.0	LR
R20B53A3	gene:11136	-1000.0	0	RL
R20D2A1D2	gene:7389	-1000.0	1000.0	B
R20E5E120	gene:51205;gene:53;gene:54;gene:55	0	1000.0	LR
R20E9471F		-1000.0	0	RL
R20F0824C		-1000.0	1000.0	B
R20F153CB	gene:3029	0	1000.0	LR
R20F27F8B	gene:11212	-1000.0	1000.0	B
R20F47B1B	gene:126129;gene:1374;gene:1375	-1000.0	1000.0	B
R21053305	gene:9057	0	1000.0	LR
R210C55B3		0	1000.0	LR
R21276B15	gene:60386	0	1000.0	LR
R212C8FEA		0	1000.0	LR
R21326CB3		0	1000.0	LR
R213D909D		-1000.0	1000.0	B
R21468E1A	gene:10026+gene:128869+gene:51604+gene:8733+gene:94005	0	1000.0	LR
R216120F2	gene:10599	-1000.0	1000.0	B
R216A48D1	gene:7498	-1000.0	0	RL
R21709727	gene:248;gene:249;gene:250;gene:251	0	1000.0	LR
R21711979		-1000.0	0	RL
R2184DE4E	gene:952	-1000.0	0	RL
R218838F7	gene:2542	-1000.0	1000.0	B
R21916EC1	gene:6578	-1000.0	1000.0	B
R21A4C1FD	gene:2683;gene:8703;gene:8704;gene:9334	0	1000.0	LR
R21B448F0	gene:788	-1000.0	1000.0	B
R21B486C3	gene:5130;gene:9468	-1000.0	0	RL
R21BC0E20	gene:5337	-1000.0	0	RL
R21D4DA41	gene:1571	0	1000.0	LR
R21E1E539	gene:113026;gene:23007;gene:23236;gene:257068;gene:51196;gene:5330;gene:5331;gene:5332;gene:5333;gene:5334;gene:5335;gene:5336;gene:84812;gene:89869;gene:9651	-1000.0	0	RL
R21EE973D	gene:4363	-1000.0	0	RL
R21EF5AB1		-1000.0	1000.0	B
R22075E5F	gene:123099;gene:8560	0	1000.0	LR
R22135C3D	gene:435	-1000.0	1000.0	B
R222EDE37	gene:26;gene:314;gene:8639	-1000.0	0	RL
R224AE4F0	gene:341	0	1000.0	LR
R224BAFD1	gene:1666	0	1000.0	LR
R224CDF6D	gene:60386	0	1000.0	LR
R225D1FEB		0	1000.0	LR
R2263DAB0		-1000.0	1000.0	B
R226FA1F4	gene:3712	0	1000.0	LR
R22882D7B	gene:11181	0	1000.0	LR
R228EC2E6	gene:2752	-1000.0	0	RL
R2293E2D9	gene:501	-1000.0	0	RL
R22AD1D2B		-1000.0	1000.0	B
R22B1D99	gene:9057	-1000.0	0	RL
R22B591B6		0	1000.0	LR
R22D39AFE	gene:1582	0	1000.0	LR
R22D616C5	gene:160287;gene:3939;gene:3945;gene:3948	-1000.0	1000.0	B
R22F7BBA2	gene:9057	-1000.0	0	RL
R2316E1C4	gene:377841;gene:953;gene:956	-1000.0	1000.0	B
R2319D2EE	gene:2538;gene:57818;gene:92579	0	1000.0	LR
R231DC905	gene:2180	0	1000.0	LR
R233C0CE3	gene:30833;gene:51251	0	1000.0	LR
R23455C62	gene:387775	-1000.0	1000.0	B
R234AE954	gene:6566	-1000.0	1000.0	B
R2352E49B		0	1000.0	LR
R2356C561	gene:6579	-1000.0	1000.0	B
R2360D9FA		0	1000.0	LR
R237AF8CD	gene:9057	0	1000.0	LR
R2388A153	gene:3073;gene:3073+gene:3074	-1000.0	0	RL
R23938E4D	gene:644;gene:645	0	1000.0	LR
R239F0B50		0	1000.0	LR
R23A208DA	gene:1962+gene:30+gene:3295+gene:51	0	1000.0	LR
R23AD360D		-1000.0	0	RL
R23AF1EB5	gene:9057	-1000.0	0	RL
R23B1AA71	gene:10599	-1000.0	1000.0	B
R23C918A1	gene:8140	-1000.0	1000.0	B
R23D1F66D		0	1000.0	LR
R23D65C8D	gene:1962+gene:3030+gene:3033	-1000.0	0	RL
R23DAE41B	gene:1632	-1000.0	0	RL
R23E534C0		0	1000.0	LR
R23E5E827		0	1000.0	LR
R23F84FFD	gene:10449+gene:1892+gene:3033+gene:34	-1000.0	0	RL
R23FFF11A	SPONTANEOUS	-1000.0	1000.0	B
R24001C06	gene:2110	-1000.0	0	RL
R241AB01B		-0.05	1000.0	B
R243155A0	gene:51166;gene:883	0	1000.0	LR
R243773E7	gene:6120	0	1000.0	LR
R244A4724		0	1000.0	LR
R24502078		0	1000.0	LR
R24504455	gene:1579	-1000.0	0	RL
R2451CF66		0	1000.0	LR
R245457B8		0	1000.0	LR
R2459A049	gene:19	-1000.0	0	RL
R245A062A	gene:5160+gene:5162;gene:5161	-1000.0	0	RL
R245A2D6E	gene:55301	-1000.0	1000.0	B
R2465BD86	gene:5832	0	1000.0	LR
R24685600	gene:1719	0	1000.0	LR
R246873BD	gene:10423	-1000.0	1000.0	B
R246C31B9	gene:9197	-1000.0	0	RL
R247CAC7E		0	1000.0	LR
R2494D2C3		-1000.0	0	RL
R24B04B12	gene:23428+gene:6520	0	1000.0	LR
R24B5D6FF	gene:137964;gene:84803	-1000.0	0	RL
R24BC36C0	gene:50814	-1000.0	0	RL
R24D50B92	gene:9057	0	1000.0	LR
R24D5CF3A	gene:189	-1000.0	0	RL
R24EB301D	gene:4597	-1000.0	0	RL
R24FF87D7		-1000.0	0	RL
R2508FD67	gene:215+gene:225	0	1000.0	LR
R250FD288		-0.05	1000.0	B
R25112C15		-1000.0	0	RL
R25288B6D		0	1000.0	LR
R252ED8EF	gene:6579	-1000.0	1000.0	B
R253C3E17	gene:162466	0	1000.0	LR
R25475DA9	gene:2180;gene:2181;gene:2182;gene:51703;gene:81616	0	1000.0	LR
R25559D2F	gene:51727	-1000.0	1000.0	B
R255AE4E1	gene:1892;gene:1962;gene:3030	-1000.0	1000.0	B
R255B531B	gene:55217	-1000.0	0	RL
R256C3C74	gene:10841	0	1000.0	LR
R2574EC55	gene:1586	0	1000.0	LR
